Precision: .05, Recall: .50, Average Precision: .32, Reciprocal Rank: .50, Precision At Rank 5: .40, Precision At Rank 20: .15
DOCID: CACM-3125, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-2253, DocREL: false, DocPrecision: .11, DocRecall: .40
DOCID: CACM-2134, DocREL: false, DocPrecision: .11, DocRecall: .40
DOCID: CACM-0104, DocREL: false, DocPrecision: .10, DocRecall: .40
DOCID: CACM-1886, DocREL: false, DocPrecision: .10, DocRecall: .40
DOCID: CACM-2411, DocREL: false, DocPrecision: .10, DocRecall: .40
DOCID: CACM-1564, DocREL: false, DocPrecision: .10, DocRecall: .40
DOCID: CACM-2969, DocREL: false, DocPrecision: .09, DocRecall: .40
DOCID: CACM-2611, DocREL: false, DocPrecision: .09, DocRecall: .40
DOCID: CACM-1719, DocREL: false, DocPrecision: .09, DocRecall: .40
DOCID: CACM-2897, DocREL: false, DocPrecision: .09, DocRecall: .40
DOCID: CACM-3020, DocREL: false, DocPrecision: .09, DocRecall: .40
DOCID: CACM-2699, DocREL: false, DocPrecision: .08, DocRecall: .40
DOCID: CACM-2321, DocREL: false, DocPrecision: .08, DocRecall: .40
DOCID: CACM-0693, DocREL: false, DocPrecision: .08, DocRecall: .40
DOCID: CACM-2188, DocREL: false, DocPrecision: .08, DocRecall: .40
DOCID: CACM-2715, DocREL: false, DocPrecision: .08, DocRecall: .40
DOCID: CACM-2579, DocREL: false, DocPrecision: .08, DocRecall: .40
DOCID: CACM-2433, DocREL: false, DocPrecision: .07, DocRecall: .40
DOCID: CACM-3002, DocREL: false, DocPrecision: .07, DocRecall: .40
DOCID: CACM-2000, DocREL: false, DocPrecision: .07, DocRecall: .40
DOCID: CACM-2903, DocREL: false, DocPrecision: .07, DocRecall: .40
DOCID: CACM-2142, DocREL: false, DocPrecision: .07, DocRecall: .40
DOCID: CACM-1410, DocREL: false, DocPrecision: .07, DocRecall: .40
DOCID: CACM-1916, DocREL: false, DocPrecision: .07, DocRecall: .40
DOCID: CACM-2883, DocREL: false, DocPrecision: .07, DocRecall: .40
DOCID: CACM-2202, DocREL: false, DocPrecision: .06, DocRecall: .40
DOCID: CACM-2314, DocREL: false, DocPrecision: .06, DocRecall: .40
DOCID: CACM-1951, DocREL: false, DocPrecision: .06, DocRecall: .40
DOCID: CACM-2133, DocREL: false, DocPrecision: .06, DocRecall: .40
DOCID: CACM-2667, DocREL: false, DocPrecision: .06, DocRecall: .40
DOCID: CACM-2495, DocREL: true, DocPrecision: .07, DocRecall: .50
DOCID: CACM-2423, DocREL: false, DocPrecision: .07, DocRecall: .50
DOCID: CACM-2451, DocREL: false, DocPrecision: .07, DocRecall: .50
DOCID: CACM-2297, DocREL: false, DocPrecision: .07, DocRecall: .50
DOCID: CACM-2187, DocREL: false, DocPrecision: .07, DocRecall: .50
DOCID: CACM-3118, DocREL: false, DocPrecision: .07, DocRecall: .50
DOCID: CACM-1033, DocREL: false, DocPrecision: .07, DocRecall: .50
DOCID: CACM-2722, DocREL: false, DocPrecision: .07, DocRecall: .50
DOCID: CACM-2727, DocREL: false, DocPrecision: .07, DocRecall: .50
DOCID: CACM-2571, DocREL: false, DocPrecision: .07, DocRecall: .50
DOCID: CACM-3053, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-2365, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-2290, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-2940, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-1854, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-1160, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-2175, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-0396, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-1548, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-2850, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-2015, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-0241, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-2030, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-1728, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-1542, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-1237, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-2719, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-2181, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-3064, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-1464, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-2864, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-1677, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-1515, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-0944, DocREL: false, DocPrecision: .05, DocRecall: .50
