Precision: .05, Recall: .62, Average Precision: .19, Reciprocal Rank: .50, Precision At Rank 5: .20, Precision At Rank 20: .10
DOCID: CACM-1699, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-1194, DocREL: false, DocPrecision: .07, DocRecall: .50
DOCID: CACM-2139, DocREL: false, DocPrecision: .07, DocRecall: .50
DOCID: CACM-2572, DocREL: false, DocPrecision: .07, DocRecall: .50
DOCID: CACM-2308, DocREL: false, DocPrecision: .07, DocRecall: .50
DOCID: CACM-2046, DocREL: false, DocPrecision: .07, DocRecall: .50
DOCID: CACM-1746, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-1476, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-1937, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-1700, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-2455, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-2888, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-2798, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-3177, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-2407, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-3128, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-3137, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-2985, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-1675, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-1750, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-2916, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-2484, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-1976, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-2688, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-2345, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-1846, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-1456, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-2623, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-2978, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-2876, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-2987, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-2372, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-1929, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-1680, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-2402, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-0975, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-1415, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-2967, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-2650, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-1711, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-2598, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-2669, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-0944, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-2832, DocREL: true, DocPrecision: .05, DocRecall: .62
DOCID: CACM-2319, DocREL: false, DocPrecision: .05, DocRecall: .62
