Precision: .03, Recall: .50, Average Precision: .08, Reciprocal Rank: .07, Precision At Rank 5: .00, Precision At Rank 20: .10
DOCID: CACM-1160, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-2858, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-1856, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-2899, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-2082, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-2871, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-1205, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-1902, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-1591, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-2227, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-2795, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-2542, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-2668, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-3077, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-0730, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-0071, DocREL: false, DocPrecision: .03, DocRecall: .50
DOCID: CACM-2904, DocREL: false, DocPrecision: .03, DocRecall: .50
DOCID: CACM-2864, DocREL: false, DocPrecision: .03, DocRecall: .50
DOCID: CACM-2202, DocREL: false, DocPrecision: .03, DocRecall: .50
DOCID: CACM-2897, DocREL: false, DocPrecision: .03, DocRecall: .50
DOCID: CACM-2556, DocREL: false, DocPrecision: .03, DocRecall: .50
DOCID: CACM-3121, DocREL: false, DocPrecision: .03, DocRecall: .50
DOCID: CACM-2305, DocREL: false, DocPrecision: .03, DocRecall: .50
DOCID: CACM-2310, DocREL: false, DocPrecision: .03, DocRecall: .50
DOCID: CACM-1854, DocREL: false, DocPrecision: .03, DocRecall: .50
DOCID: CACM-1185, DocREL: false, DocPrecision: .03, DocRecall: .50
DOCID: CACM-1751, DocREL: false, DocPrecision: .03, DocRecall: .50
DOCID: CACM-2147, DocREL: false, DocPrecision: .03, DocRecall: .50
DOCID: CACM-1926, DocREL: false, DocPrecision: .03, DocRecall: .50
DOCID: CACM-2938, DocREL: false, DocPrecision: .03, DocRecall: .50
