Precision: .15, Recall: .37, Average Precision: .26, Reciprocal Rank: .20, Precision At Rank 5: .20, Precision At Rank 20: .30
DOCID: CACM-2569, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-1628, DocREL: false, DocPrecision: .24, DocRecall: .22
DOCID: CACM-2310, DocREL: false, DocPrecision: .23, DocRecall: .22
DOCID: CACM-1182, DocREL: false, DocPrecision: .23, DocRecall: .22
DOCID: CACM-1003, DocREL: false, DocPrecision: .22, DocRecall: .22
DOCID: CACM-1703, DocREL: false, DocPrecision: .21, DocRecall: .22
DOCID: CACM-3117, DocREL: false, DocPrecision: .21, DocRecall: .22
DOCID: CACM-2812, DocREL: false, DocPrecision: .20, DocRecall: .22
DOCID: CACM-2811, DocREL: true, DocPrecision: .22, DocRecall: .24
DOCID: CACM-2841, DocREL: true, DocPrecision: .24, DocRecall: .27
DOCID: CACM-1404, DocREL: false, DocPrecision: .23, DocRecall: .27
DOCID: CACM-3078, DocREL: false, DocPrecision: .23, DocRecall: .27
DOCID: CACM-1487, DocREL: false, DocPrecision: .22, DocRecall: .27
DOCID: CACM-1272, DocREL: false, DocPrecision: .22, DocRecall: .27
DOCID: CACM-3055, DocREL: false, DocPrecision: .22, DocRecall: .27
DOCID: CACM-2826, DocREL: true, DocPrecision: .23, DocRecall: .29
DOCID: CACM-1517, DocREL: false, DocPrecision: .23, DocRecall: .29
DOCID: CACM-2962, DocREL: false, DocPrecision: .22, DocRecall: .29
DOCID: CACM-0644, DocREL: false, DocPrecision: .22, DocRecall: .29
DOCID: CACM-2308, DocREL: false, DocPrecision: .21, DocRecall: .29
DOCID: CACM-3100, DocREL: false, DocPrecision: .21, DocRecall: .29
DOCID: CACM-2519, DocREL: false, DocPrecision: .21, DocRecall: .29
DOCID: CACM-0096, DocREL: false, DocPrecision: .20, DocRecall: .29
DOCID: CACM-1834, DocREL: false, DocPrecision: .20, DocRecall: .29
DOCID: CACM-1183, DocREL: false, DocPrecision: .20, DocRecall: .29
DOCID: CACM-3143, DocREL: false, DocPrecision: .19, DocRecall: .29
DOCID: CACM-1260, DocREL: false, DocPrecision: .19, DocRecall: .29
DOCID: CACM-1939, DocREL: false, DocPrecision: .19, DocRecall: .29
DOCID: CACM-2289, DocREL: false, DocPrecision: .18, DocRecall: .29
DOCID: CACM-0824, DocREL: false, DocPrecision: .18, DocRecall: .29
DOCID: CACM-1855, DocREL: false, DocPrecision: .18, DocRecall: .29
DOCID: CACM-3070, DocREL: false, DocPrecision: .18, DocRecall: .29
DOCID: CACM-1764, DocREL: false, DocPrecision: .17, DocRecall: .29
DOCID: CACM-1543, DocREL: false, DocPrecision: .17, DocRecall: .29
DOCID: CACM-3116, DocREL: true, DocPrecision: .18, DocRecall: .32
DOCID: CACM-1592, DocREL: false, DocPrecision: .18, DocRecall: .32
DOCID: CACM-1542, DocREL: false, DocPrecision: .18, DocRecall: .32
DOCID: CACM-1445, DocREL: false, DocPrecision: .18, DocRecall: .32
DOCID: CACM-2874, DocREL: false, DocPrecision: .17, DocRecall: .32
DOCID: CACM-2486, DocREL: false, DocPrecision: .17, DocRecall: .32
DOCID: CACM-0040, DocREL: false, DocPrecision: .17, DocRecall: .32
DOCID: CACM-2390, DocREL: false, DocPrecision: .17, DocRecall: .32
DOCID: CACM-0531, DocREL: false, DocPrecision: .16, DocRecall: .32
DOCID: CACM-2903, DocREL: false, DocPrecision: .16, DocRecall: .32
DOCID: CACM-0063, DocREL: false, DocPrecision: .16, DocRecall: .32
DOCID: CACM-1188, DocREL: false, DocPrecision: .16, DocRecall: .32
DOCID: CACM-2367, DocREL: false, DocPrecision: .16, DocRecall: .32
DOCID: CACM-1890, DocREL: false, DocPrecision: .15, DocRecall: .32
DOCID: CACM-2152, DocREL: false, DocPrecision: .15, DocRecall: .32
DOCID: CACM-1518, DocREL: false, DocPrecision: .15, DocRecall: .32
DOCID: CACM-0671, DocREL: false, DocPrecision: .15, DocRecall: .32
DOCID: CACM-3047, DocREL: true, DocPrecision: .16, DocRecall: .34
DOCID: CACM-2004, DocREL: true, DocPrecision: .17, DocRecall: .37
DOCID: CACM-1621, DocREL: false, DocPrecision: .17, DocRecall: .37
DOCID: CACM-3003, DocREL: false, DocPrecision: .16, DocRecall: .37
DOCID: CACM-0464, DocREL: false, DocPrecision: .16, DocRecall: .37
DOCID: CACM-3050, DocREL: false, DocPrecision: .16, DocRecall: .37
DOCID: CACM-2547, DocREL: false, DocPrecision: .16, DocRecall: .37
DOCID: CACM-2560, DocREL: false, DocPrecision: .16, DocRecall: .37
DOCID: CACM-1045, DocREL: false, DocPrecision: .16, DocRecall: .37
DOCID: CACM-0670, DocREL: false, DocPrecision: .15, DocRecall: .37
DOCID: CACM-1366, DocREL: false, DocPrecision: .15, DocRecall: .37
DOCID: CACM-2219, DocREL: false, DocPrecision: .15, DocRecall: .37
DOCID: CACM-2959, DocREL: false, DocPrecision: .15, DocRecall: .37
