Precision: .03, Recall: .60, Average Precision: .42, Reciprocal Rank: .50, Precision At Rank 5: .40, Precision At Rank 20: .10
DOCID: CACM-1519, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-2357, DocREL: false, DocPrecision: .07, DocRecall: .60
DOCID: CACM-1542, DocREL: false, DocPrecision: .07, DocRecall: .60
DOCID: CACM-1626, DocREL: false, DocPrecision: .07, DocRecall: .60
DOCID: CACM-0414, DocREL: false, DocPrecision: .06, DocRecall: .60
DOCID: CACM-1534, DocREL: false, DocPrecision: .06, DocRecall: .60
DOCID: CACM-1179, DocREL: false, DocPrecision: .06, DocRecall: .60
DOCID: CACM-2288, DocREL: false, DocPrecision: .06, DocRecall: .60
DOCID: CACM-2950, DocREL: false, DocPrecision: .06, DocRecall: .60
DOCID: CACM-2169, DocREL: false, DocPrecision: .06, DocRecall: .60
DOCID: CACM-1753, DocREL: false, DocPrecision: .06, DocRecall: .60
DOCID: CACM-0202, DocREL: false, DocPrecision: .06, DocRecall: .60
DOCID: CACM-1680, DocREL: false, DocPrecision: .05, DocRecall: .60
DOCID: CACM-1805, DocREL: false, DocPrecision: .05, DocRecall: .60
DOCID: CACM-1571, DocREL: false, DocPrecision: .05, DocRecall: .60
DOCID: CACM-2424, DocREL: false, DocPrecision: .05, DocRecall: .60
DOCID: CACM-1502, DocREL: false, DocPrecision: .05, DocRecall: .60
DOCID: CACM-2003, DocREL: false, DocPrecision: .05, DocRecall: .60
DOCID: CACM-1750, DocREL: false, DocPrecision: .05, DocRecall: .60
DOCID: CACM-2126, DocREL: false, DocPrecision: .05, DocRecall: .60
DOCID: CACM-2740, DocREL: false, DocPrecision: .05, DocRecall: .60
DOCID: CACM-1046, DocREL: false, DocPrecision: .05, DocRecall: .60
DOCID: CACM-2153, DocREL: false, DocPrecision: .05, DocRecall: .60
DOCID: CACM-0972, DocREL: false, DocPrecision: .05, DocRecall: .60
DOCID: CACM-2541, DocREL: false, DocPrecision: .04, DocRecall: .60
DOCID: CACM-2764, DocREL: false, DocPrecision: .04, DocRecall: .60
DOCID: CACM-2080, DocREL: false, DocPrecision: .04, DocRecall: .60
DOCID: CACM-1341, DocREL: false, DocPrecision: .04, DocRecall: .60
DOCID: CACM-1195, DocREL: false, DocPrecision: .04, DocRecall: .60
DOCID: CACM-2621, DocREL: false, DocPrecision: .04, DocRecall: .60
DOCID: CACM-1698, DocREL: false, DocPrecision: .04, DocRecall: .60
DOCID: CACM-1526, DocREL: false, DocPrecision: .04, DocRecall: .60
DOCID: CACM-0699, DocREL: false, DocPrecision: .04, DocRecall: .60
DOCID: CACM-1170, DocREL: false, DocPrecision: .04, DocRecall: .60
DOCID: CACM-2398, DocREL: false, DocPrecision: .04, DocRecall: .60
DOCID: CACM-0698, DocREL: false, DocPrecision: .04, DocRecall: .60
DOCID: CACM-2951, DocREL: false, DocPrecision: .04, DocRecall: .60
DOCID: CACM-2767, DocREL: false, DocPrecision: .04, DocRecall: .60
DOCID: CACM-1163, DocREL: false, DocPrecision: .04, DocRecall: .60
DOCID: CACM-1315, DocREL: false, DocPrecision: .04, DocRecall: .60
DOCID: CACM-2796, DocREL: false, DocPrecision: .04, DocRecall: .60
DOCID: CACM-1960, DocREL: false, DocPrecision: .04, DocRecall: .60
DOCID: CACM-0656, DocREL: false, DocPrecision: .04, DocRecall: .60
DOCID: CACM-2542, DocREL: false, DocPrecision: .03, DocRecall: .60
DOCID: CACM-2201, DocREL: false, DocPrecision: .03, DocRecall: .60
DOCID: CACM-3069, DocREL: false, DocPrecision: .03, DocRecall: .60
DOCID: CACM-1589, DocREL: false, DocPrecision: .03, DocRecall: .60
DOCID: CACM-2841, DocREL: false, DocPrecision: .03, DocRecall: .60
DOCID: CACM-3087, DocREL: false, DocPrecision: .03, DocRecall: .60
DOCID: CACM-2681, DocREL: false, DocPrecision: .03, DocRecall: .60
DOCID: CACM-3068, DocREL: false, DocPrecision: .03, DocRecall: .60
DOCID: CACM-1236, DocREL: false, DocPrecision: .03, DocRecall: .60
DOCID: CACM-2597, DocREL: false, DocPrecision: .03, DocRecall: .60
DOCID: CACM-2365, DocREL: false, DocPrecision: .03, DocRecall: .60
DOCID: CACM-1844, DocREL: false, DocPrecision: .03, DocRecall: .60
DOCID: CACM-1685, DocREL: false, DocPrecision: .03, DocRecall: .60
DOCID: CACM-1744, DocREL: false, DocPrecision: .03, DocRecall: .60
DOCID: CACM-1642, DocREL: false, DocPrecision: .03, DocRecall: .60
