Precision: .11, Recall: .92, Average Precision: .52, Reciprocal Rank: .50, Precision At Rank 5: .60, Precision At Rank 20: .40
DOCID: CACM-1759, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-1776, DocREL: false, DocPrecision: .33, DocRecall: .83
DOCID: CACM-2592, DocREL: false, DocPrecision: .32, DocRecall: .83
DOCID: CACM-2324, DocREL: false, DocPrecision: .31, DocRecall: .83
DOCID: CACM-1873, DocREL: false, DocPrecision: .30, DocRecall: .83
DOCID: CACM-2284, DocREL: false, DocPrecision: .29, DocRecall: .83
DOCID: CACM-2094, DocREL: false, DocPrecision: .29, DocRecall: .83
DOCID: CACM-2904, DocREL: false, DocPrecision: .28, DocRecall: .83
DOCID: CACM-2938, DocREL: false, DocPrecision: .27, DocRecall: .83
DOCID: CACM-1171, DocREL: false, DocPrecision: .26, DocRecall: .83
DOCID: CACM-2395, DocREL: false, DocPrecision: .26, DocRecall: .83
DOCID: CACM-1744, DocREL: false, DocPrecision: .25, DocRecall: .83
DOCID: CACM-2766, DocREL: false, DocPrecision: .24, DocRecall: .83
DOCID: CACM-2642, DocREL: false, DocPrecision: .24, DocRecall: .83
DOCID: CACM-1370, DocREL: false, DocPrecision: .23, DocRecall: .83
DOCID: CACM-0558, DocREL: false, DocPrecision: .23, DocRecall: .83
DOCID: CACM-2665, DocREL: false, DocPrecision: .22, DocRecall: .83
DOCID: CACM-2405, DocREL: false, DocPrecision: .22, DocRecall: .83
DOCID: CACM-2110, DocREL: false, DocPrecision: .21, DocRecall: .83
DOCID: CACM-3138, DocREL: false, DocPrecision: .21, DocRecall: .83
DOCID: CACM-2417, DocREL: false, DocPrecision: .20, DocRecall: .83
DOCID: CACM-1433, DocREL: false, DocPrecision: .20, DocRecall: .83
DOCID: CACM-2325, DocREL: true, DocPrecision: .22, DocRecall: .92
DOCID: CACM-1985, DocREL: false, DocPrecision: .21, DocRecall: .92
DOCID: CACM-2331, DocREL: false, DocPrecision: .21, DocRecall: .92
DOCID: CACM-0131, DocREL: false, DocPrecision: .20, DocRecall: .92
DOCID: CACM-2604, DocREL: false, DocPrecision: .20, DocRecall: .92
DOCID: CACM-2507, DocREL: false, DocPrecision: .20, DocRecall: .92
DOCID: CACM-2206, DocREL: false, DocPrecision: .19, DocRecall: .92
DOCID: CACM-3162, DocREL: false, DocPrecision: .19, DocRecall: .92
DOCID: CACM-1336, DocREL: false, DocPrecision: .19, DocRecall: .92
DOCID: CACM-1406, DocREL: false, DocPrecision: .18, DocRecall: .92
DOCID: CACM-2014, DocREL: false, DocPrecision: .18, DocRecall: .92
DOCID: CACM-2009, DocREL: false, DocPrecision: .18, DocRecall: .92
DOCID: CACM-1586, DocREL: false, DocPrecision: .17, DocRecall: .92
DOCID: CACM-2993, DocREL: false, DocPrecision: .17, DocRecall: .92
DOCID: CACM-1147, DocREL: false, DocPrecision: .17, DocRecall: .92
DOCID: CACM-1385, DocREL: false, DocPrecision: .17, DocRecall: .92
DOCID: CACM-2040, DocREL: false, DocPrecision: .16, DocRecall: .92
DOCID: CACM-1342, DocREL: false, DocPrecision: .16, DocRecall: .92
DOCID: CACM-1982, DocREL: false, DocPrecision: .16, DocRecall: .92
DOCID: CACM-3102, DocREL: false, DocPrecision: .16, DocRecall: .92
DOCID: CACM-2902, DocREL: false, DocPrecision: .15, DocRecall: .92
DOCID: CACM-2903, DocREL: false, DocPrecision: .15, DocRecall: .92
DOCID: CACM-2986, DocREL: false, DocPrecision: .15, DocRecall: .92
DOCID: CACM-3099, DocREL: false, DocPrecision: .15, DocRecall: .92
DOCID: CACM-2830, DocREL: false, DocPrecision: .15, DocRecall: .92
DOCID: CACM-2824, DocREL: false, DocPrecision: .14, DocRecall: .92
DOCID: CACM-2477, DocREL: false, DocPrecision: .14, DocRecall: .92
DOCID: CACM-2761, DocREL: false, DocPrecision: .14, DocRecall: .92
DOCID: CACM-1066, DocREL: false, DocPrecision: .14, DocRecall: .92
DOCID: CACM-2158, DocREL: false, DocPrecision: .14, DocRecall: .92
DOCID: CACM-1977, DocREL: false, DocPrecision: .14, DocRecall: .92
DOCID: CACM-1817, DocREL: false, DocPrecision: .13, DocRecall: .92
DOCID: CACM-2142, DocREL: false, DocPrecision: .13, DocRecall: .92
DOCID: CACM-2899, DocREL: false, DocPrecision: .13, DocRecall: .92
DOCID: CACM-1836, DocREL: false, DocPrecision: .13, DocRecall: .92
DOCID: CACM-2511, DocREL: false, DocPrecision: .13, DocRecall: .92
DOCID: CACM-0509, DocREL: false, DocPrecision: .13, DocRecall: .92
DOCID: CACM-1452, DocREL: false, DocPrecision: .12, DocRecall: .92
DOCID: CACM-1240, DocREL: false, DocPrecision: .12, DocRecall: .92
DOCID: CACM-1227, DocREL: false, DocPrecision: .12, DocRecall: .92
DOCID: CACM-2562, DocREL: false, DocPrecision: .12, DocRecall: .92
DOCID: CACM-1658, DocREL: false, DocPrecision: .12, DocRecall: .92
DOCID: CACM-0302, DocREL: false, DocPrecision: .12, DocRecall: .92
DOCID: CACM-0613, DocREL: false, DocPrecision: .12, DocRecall: .92
DOCID: CACM-0418, DocREL: false, DocPrecision: .12, DocRecall: .92
DOCID: CACM-0456, DocREL: false, DocPrecision: .11, DocRecall: .92
DOCID: CACM-0465, DocREL: false, DocPrecision: .11, DocRecall: .92
DOCID: CACM-1123, DocREL: false, DocPrecision: .11, DocRecall: .92
DOCID: CACM-2745, DocREL: false, DocPrecision: .11, DocRecall: .92
DOCID: CACM-1274, DocREL: false, DocPrecision: .11, DocRecall: .92
