Precision: .06, Recall: .75, Average Precision: .32, Reciprocal Rank: .50, Precision At Rank 5: .40, Precision At Rank 20: .20
DOCID: CACM-1829, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-1827, DocREL: false, DocPrecision: .15, DocRecall: .62
DOCID: CACM-1906, DocREL: false, DocPrecision: .15, DocRecall: .62
DOCID: CACM-2542, DocREL: false, DocPrecision: .14, DocRecall: .62
DOCID: CACM-1671, DocREL: false, DocPrecision: .14, DocRecall: .62
DOCID: CACM-2645, DocREL: false, DocPrecision: .14, DocRecall: .62
DOCID: CACM-1571, DocREL: false, DocPrecision: .13, DocRecall: .62
DOCID: CACM-1642, DocREL: false, DocPrecision: .13, DocRecall: .62
DOCID: CACM-2947, DocREL: false, DocPrecision: .12, DocRecall: .62
DOCID: CACM-2527, DocREL: false, DocPrecision: .12, DocRecall: .62
DOCID: CACM-1697, DocREL: false, DocPrecision: .12, DocRecall: .62
DOCID: CACM-2105, DocREL: false, DocPrecision: .12, DocRecall: .62
DOCID: CACM-2522, DocREL: false, DocPrecision: .11, DocRecall: .62
DOCID: CACM-1605, DocREL: false, DocPrecision: .11, DocRecall: .62
DOCID: CACM-1738, DocREL: false, DocPrecision: .11, DocRecall: .62
DOCID: CACM-0972, DocREL: false, DocPrecision: .11, DocRecall: .62
DOCID: CACM-1307, DocREL: true, DocPrecision: .12, DocRecall: .75
DOCID: CACM-1392, DocREL: false, DocPrecision: .12, DocRecall: .75
DOCID: CACM-1901, DocREL: false, DocPrecision: .12, DocRecall: .75
DOCID: CACM-2629, DocREL: false, DocPrecision: .12, DocRecall: .75
DOCID: CACM-1646, DocREL: false, DocPrecision: .12, DocRecall: .75
DOCID: CACM-2357, DocREL: false, DocPrecision: .11, DocRecall: .75
DOCID: CACM-2786, DocREL: false, DocPrecision: .11, DocRecall: .75
DOCID: CACM-1699, DocREL: false, DocPrecision: .11, DocRecall: .75
DOCID: CACM-1698, DocREL: false, DocPrecision: .11, DocRecall: .75
DOCID: CACM-0276, DocREL: false, DocPrecision: .11, DocRecall: .75
DOCID: CACM-1939, DocREL: false, DocPrecision: .10, DocRecall: .75
DOCID: CACM-2169, DocREL: false, DocPrecision: .10, DocRecall: .75
DOCID: CACM-2705, DocREL: false, DocPrecision: .10, DocRecall: .75
DOCID: CACM-2534, DocREL: false, DocPrecision: .10, DocRecall: .75
DOCID: CACM-1623, DocREL: false, DocPrecision: .10, DocRecall: .75
DOCID: CACM-1774, DocREL: false, DocPrecision: .10, DocRecall: .75
DOCID: CACM-1272, DocREL: false, DocPrecision: .09, DocRecall: .75
DOCID: CACM-1160, DocREL: false, DocPrecision: .09, DocRecall: .75
DOCID: CACM-3012, DocREL: false, DocPrecision: .09, DocRecall: .75
DOCID: CACM-1464, DocREL: false, DocPrecision: .09, DocRecall: .75
DOCID: CACM-1750, DocREL: false, DocPrecision: .09, DocRecall: .75
DOCID: CACM-2230, DocREL: false, DocPrecision: .09, DocRecall: .75
DOCID: CACM-1010, DocREL: false, DocPrecision: .09, DocRecall: .75
DOCID: CACM-2383, DocREL: false, DocPrecision: .08, DocRecall: .75
DOCID: CACM-2152, DocREL: false, DocPrecision: .08, DocRecall: .75
DOCID: CACM-1257, DocREL: false, DocPrecision: .08, DocRecall: .75
DOCID: CACM-2151, DocREL: false, DocPrecision: .08, DocRecall: .75
DOCID: CACM-1454, DocREL: false, DocPrecision: .08, DocRecall: .75
DOCID: CACM-0251, DocREL: false, DocPrecision: .08, DocRecall: .75
DOCID: CACM-3005, DocREL: false, DocPrecision: .08, DocRecall: .75
DOCID: CACM-2450, DocREL: false, DocPrecision: .08, DocRecall: .75
DOCID: CACM-1926, DocREL: false, DocPrecision: .08, DocRecall: .75
DOCID: CACM-2592, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-1252, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-1159, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-1435, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-1960, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-3204, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-2687, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-3091, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-0679, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-1270, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-2943, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-2622, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-2439, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-3030, DocREL: false, DocPrecision: .06, DocRecall: .75
DOCID: CACM-2314, DocREL: false, DocPrecision: .06, DocRecall: .75
DOCID: CACM-3025, DocREL: false, DocPrecision: .06, DocRecall: .75
DOCID: CACM-1703, DocREL: false, DocPrecision: .06, DocRecall: .75
DOCID: CACM-1395, DocREL: false, DocPrecision: .06, DocRecall: .75
DOCID: CACM-2604, DocREL: false, DocPrecision: .06, DocRecall: .75
DOCID: CACM-1542, DocREL: false, DocPrecision: .06, DocRecall: .75
DOCID: CACM-1471, DocREL: false, DocPrecision: .06, DocRecall: .75
