Precision: .21, Recall: .68, Average Precision: .60, Reciprocal Rank: .50, Precision At Rank 5: .80, Precision At Rank 20: .50
DOCID: CACM-0634, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-0944, DocREL: false, DocPrecision: .44, DocRecall: .61
DOCID: CACM-2493, DocREL: false, DocPrecision: .43, DocRecall: .61
DOCID: CACM-1359, DocREL: false, DocPrecision: .42, DocRecall: .61
DOCID: CACM-0275, DocREL: false, DocPrecision: .41, DocRecall: .61
DOCID: CACM-1700, DocREL: false, DocPrecision: .40, DocRecall: .61
DOCID: CACM-0440, DocREL: false, DocPrecision: .40, DocRecall: .61
DOCID: CACM-2258, DocREL: false, DocPrecision: .39, DocRecall: .61
DOCID: CACM-1808, DocREL: false, DocPrecision: .38, DocRecall: .61
DOCID: CACM-2781, DocREL: false, DocPrecision: .37, DocRecall: .61
DOCID: CACM-0397, DocREL: false, DocPrecision: .37, DocRecall: .61
DOCID: CACM-1514, DocREL: true, DocPrecision: .38, DocRecall: .65
DOCID: CACM-2916, DocREL: false, DocPrecision: .37, DocRecall: .65
DOCID: CACM-3137, DocREL: false, DocPrecision: .36, DocRecall: .65
DOCID: CACM-2870, DocREL: false, DocPrecision: .36, DocRecall: .65
DOCID: CACM-1627, DocREL: false, DocPrecision: .35, DocRecall: .65
DOCID: CACM-2437, DocREL: false, DocPrecision: .34, DocRecall: .65
DOCID: CACM-2722, DocREL: false, DocPrecision: .34, DocRecall: .65
DOCID: CACM-1745, DocREL: false, DocPrecision: .33, DocRecall: .65
DOCID: CACM-2532, DocREL: false, DocPrecision: .33, DocRecall: .65
DOCID: CACM-2598, DocREL: false, DocPrecision: .32, DocRecall: .65
DOCID: CACM-2358, DocREL: false, DocPrecision: .32, DocRecall: .65
DOCID: CACM-1527, DocREL: false, DocPrecision: .31, DocRecall: .65
DOCID: CACM-1831, DocREL: false, DocPrecision: .31, DocRecall: .65
DOCID: CACM-1746, DocREL: false, DocPrecision: .30, DocRecall: .65
DOCID: CACM-2455, DocREL: false, DocPrecision: .30, DocRecall: .65
DOCID: CACM-2530, DocREL: false, DocPrecision: .29, DocRecall: .65
DOCID: CACM-2623, DocREL: false, DocPrecision: .29, DocRecall: .65
DOCID: CACM-2987, DocREL: false, DocPrecision: .29, DocRecall: .65
DOCID: CACM-2852, DocREL: false, DocPrecision: .28, DocRecall: .65
DOCID: CACM-2888, DocREL: false, DocPrecision: .28, DocRecall: .65
DOCID: CACM-2968, DocREL: false, DocPrecision: .27, DocRecall: .65
DOCID: CACM-2552, DocREL: false, DocPrecision: .27, DocRecall: .65
DOCID: CACM-0655, DocREL: false, DocPrecision: .27, DocRecall: .65
DOCID: CACM-1210, DocREL: false, DocPrecision: .26, DocRecall: .65
DOCID: CACM-1916, DocREL: false, DocPrecision: .26, DocRecall: .65
DOCID: CACM-2795, DocREL: false, DocPrecision: .26, DocRecall: .65
DOCID: CACM-2846, DocREL: false, DocPrecision: .25, DocRecall: .65
DOCID: CACM-2141, DocREL: false, DocPrecision: .25, DocRecall: .65
DOCID: CACM-0292, DocREL: false, DocPrecision: .25, DocRecall: .65
DOCID: CACM-1675, DocREL: true, DocPrecision: .26, DocRecall: .68
DOCID: CACM-1267, DocREL: false, DocPrecision: .25, DocRecall: .68
DOCID: CACM-2032, DocREL: false, DocPrecision: .25, DocRecall: .68
DOCID: CACM-1456, DocREL: false, DocPrecision: .25, DocRecall: .68
DOCID: CACM-1725, DocREL: false, DocPrecision: .24, DocRecall: .68
DOCID: CACM-2688, DocREL: false, DocPrecision: .24, DocRecall: .68
DOCID: CACM-1937, DocREL: false, DocPrecision: .24, DocRecall: .68
DOCID: CACM-3090, DocREL: false, DocPrecision: .24, DocRecall: .68
DOCID: CACM-2412, DocREL: false, DocPrecision: .23, DocRecall: .68
DOCID: CACM-2203, DocREL: false, DocPrecision: .23, DocRecall: .68
DOCID: CACM-1680, DocREL: false, DocPrecision: .23, DocRecall: .68
DOCID: CACM-1233, DocREL: false, DocPrecision: .23, DocRecall: .68
DOCID: CACM-2547, DocREL: false, DocPrecision: .22, DocRecall: .68
DOCID: CACM-1516, DocREL: false, DocPrecision: .22, DocRecall: .68
DOCID: CACM-2388, DocREL: false, DocPrecision: .22, DocRecall: .68
DOCID: CACM-2479, DocREL: false, DocPrecision: .22, DocRecall: .68
DOCID: CACM-1412, DocREL: false, DocPrecision: .21, DocRecall: .68
DOCID: CACM-2033, DocREL: false, DocPrecision: .21, DocRecall: .68
DOCID: CACM-2046, DocREL: false, DocPrecision: .21, DocRecall: .68
